# Copyright (C) 2018  Intel Corporation. All rights reserved.
# Your use of Intel Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Intel Program License 
# Subscription Agreement, the Intel Quartus Prime License Agreement,
# the Intel FPGA IP License Agreement, or other applicable license
# agreement, including, without limitation, that your use is for
# the sole purpose of programming logic devices manufactured by
# Intel and sold by Intel or its authorized distributors.  Please
# refer to the applicable agreement for further details.

# Quartus Prime Version 18.1.0 Build 625 09/12/2018 SJ Lite Edition
# File: D:\A2560K Project\FPGA\CFP95179K\CFP95179K.csv
# Generated on: Fri Jun 18 22:28:07 2021

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus Prime software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Strict Preservation
SYSRAM_DQ_io[15],Unknown,PIN_K27,6,B6_N1,,,,,,
SYSRAM_DQ_io[16],Unknown,PIN_AB26,5,B5_N1,,,,,,
SYSRAM_DQ_io[17],Unknown,PIN_AB27,5,B5_N1,,,,,,
SYSRAM_DQ_io[18],Unknown,PIN_AB28,5,B5_N1,,,,,,
SYSRAM_DQ_io[19],Unknown,PIN_AA26,5,B5_N1,,,,,,
SYSRAM_DQ_io[20],Unknown,PIN_Y26,5,B5_N1,,,,,,
SYSRAM_DQ_io[21],Unknown,PIN_Y25,5,B5_N1,,,,,,
SYSRAM_DQ_io[22],Unknown,PIN_W25,5,B5_N1,,,,,,
SYSRAM_DQ_io[23],Unknown,PIN_W26,5,B5_N1,,,,,,
SYSRAM_DQ_io[24],Unknown,PIN_R24,5,B5_N0,,,,,,
SYSRAM_DQ_io[25],Unknown,PIN_R25,5,B5_N0,,,,,,
SYSRAM_DQ_io[26],Unknown,PIN_R26,5,B5_N0,,,,,,
SYSRAM_DQ_io[27],Unknown,PIN_R27,5,B5_N0,,,,,,
SYSRAM_DQ_io[28],Unknown,PIN_R28,5,B5_N0,,,,,,
SYSRAM_DQ_io[29],Unknown,PIN_P21,5,B5_N0,,,,,,
SYSRAM_DQ_io[30],Unknown,PIN_P27,6,B6_N2,,,,,,
SYSRAM_DQ_io[31],Unknown,PIN_P28,6,B6_N2,,,,,,
SYSRAM_DQM_o[0],Unknown,PIN_M27,6,B6_N2,,,,,,
SYSRAM_DQM_o[1],Unknown,PIN_M28,6,B6_N2,,,,,,
SYSRAM_DQM_o[2],Unknown,PIN_W27,5,B5_N1,,,,,,
SYSRAM_DQM_o[3],Unknown,PIN_R23,5,B5_N0,,,,,,
VID_SPC_io,Unknown,PIN_AF13,3,B3_N0,,,,,,
VID_SPD_io,Unknown,PIN_AE14,3,B3_N0,,,,,,
VID_A_CLK_P_o,Unknown,PIN_AE23,4,B4_N0,,,,,,
VID_A_DE_o,Unknown,PIN_AA17,4,B4_N1,,,,,,
VID_A_HP_INT1n_i,Unknown,PIN_AA16,4,B4_N2,,,,,,
VID_A_HSYNC_o,Unknown,PIN_Y17,4,B4_N0,,,,,,
VID_A_PIX_o[0],Unknown,PIN_AH17,4,B4_N2,,,,,,
VID_A_PIX_o[1],Unknown,PIN_AG17,4,B4_N2,,,,,,
VID_A_PIX_o[2],Unknown,PIN_AF17,4,B4_N2,,,,,,
VID_A_PIX_o[3],Unknown,PIN_AB17,4,B4_N1,,,,,,
VID_A_PIX_o[4],Unknown,PIN_AC17,4,B4_N2,,,,,,
VID_A_PIX_o[5],Unknown,PIN_AD17,4,B4_N2,,,,,,
VID_A_PIX_o[6],Unknown,PIN_AE17,4,B4_N2,,,,,,
VID_A_PIX_o[7],Unknown,PIN_AH18,4,B4_N2,,,,,,
VID_A_PIX_o[8],Unknown,PIN_AG18,4,B4_N2,,,,,,
VID_A_PIX_o[9],Unknown,PIN_AF18,4,B4_N1,,,,,,
VID_A_PIX_o[10],Unknown,PIN_AD18,4,B4_N1,,,,,,
VID_A_PIX_o[11],Unknown,PIN_AE18,4,B4_N2,,,,,,
VID_A_RSTn_o,Unknown,PIN_Y16,4,B4_N0,,,,,,
VID_A_VSYNC_o,Unknown,PIN_AB16,4,B4_N2,,,,,,
VID_B_CLK_P_o,Unknown,PIN_AE5,3,B3_N2,,,,,,
VID_B_DE_o,Unknown,PIN_AH11,3,B3_N0,,,,,,
VID_B_HP_INT1n_i,Unknown,PIN_AG11,3,B3_N0,,,,,,
VID_B_HSYNC_o,Unknown,PIN_AD14,3,B3_N0,,,,,,
VID_B_PIX_o[0],Unknown,PIN_AF12,3,B3_N1,,,,,,
VID_B_PIX_o[1],Unknown,PIN_AG12,3,B3_N0,,,,,,
VID_B_PIX_o[2],Unknown,PIN_AH12,3,B3_N0,,,,,,
VID_B_PIX_o[3],Unknown,PIN_AF14,3,B3_N0,,,,,,
VID_B_PIX_o[4],Unknown,PIN_AA15,4,B4_N2,,,,,,
VID_B_PIX_o[5],Unknown,PIN_AB15,4,B4_N2,,,,,,
VID_B_PIX_o[6],Unknown,PIN_AC15,4,B4_N2,,,,,,
VID_B_PIX_o[7],Unknown,PIN_AD15,4,B4_N2,,,,,,
VID_B_PIX_o[8],Unknown,PIN_AE15,4,B4_N2,,,,,,
VID_B_PIX_o[9],Unknown,PIN_AF15,4,B4_N2,,,,,,
VID_B_PIX_o[10],Unknown,PIN_AE16,4,B4_N2,,,,,,
VID_B_PIX_o[11],Unknown,PIN_AF16,4,B4_N2,,,,,,
VID_B_RSTn_o,Unknown,PIN_AF11,3,B3_N1,,,,,,
VID_B_VSYNC_o,Unknown,PIN_AE13,3,B3_N0,,,,,,
VRAM_A_Addy_o[0],Unknown,PIN_U1,2,B2_N0,,,,,,
VRAM_A_Addy_o[1],Unknown,PIN_U2,2,B2_N0,,,,,,
VRAM_A_Addy_o[2],Unknown,PIN_U3,2,B2_N0,,,,,,
VRAM_A_Addy_o[3],Unknown,PIN_Y4,2,B2_N1,,,,,,
VRAM_A_Addy_o[4],Unknown,PIN_AA7,2,B2_N2,,,,,,
VRAM_A_Addy_o[5],Unknown,PIN_AA6,2,B2_N2,,,,,,
VRAM_A_Addy_o[6],Unknown,PIN_AA5,2,B2_N2,,,,,,
VRAM_A_Addy_o[7],Unknown,PIN_AA4,2,B2_N1,,,,,,
VRAM_A_Addy_o[8],Unknown,PIN_AA3,2,B2_N1,,,,,,
VRAM_A_Addy_o[9],Unknown,PIN_AB6,2,B2_N2,,,,,,
VRAM_A_Addy_o[10],Unknown,PIN_U4,2,B2_N0,,,,,,
VRAM_A_BA_o[0],Unknown,PIN_T3,2,B2_N0,,,,,,
VRAM_A_BA_o[1],Unknown,PIN_T4,2,B2_N0,,,,,,
VRAM_A_DQ_io[0],Unknown,PIN_R7,2,B2_N0,,,,,,
VRAM_A_DQ_io[1],Unknown,PIN_R6,2,B2_N0,,,,,,
VRAM_A_DQ_io[2],Unknown,PIN_U8,2,B2_N1,,,,,,
VRAM_A_DQ_io[3],Unknown,PIN_R5,2,B2_N0,,,,,,
VRAM_A_DQ_io[4],Unknown,PIN_U7,2,B2_N1,,,,,,
VRAM_A_DQ_io[5],Unknown,PIN_R2,2,B2_N0,,,,,,
VRAM_A_DQ_io[6],Unknown,PIN_R1,2,B2_N0,,,,,,
VRAM_A_DQ_io[7],Unknown,PIN_T8,2,B2_N1,,,,,,
VRAM_A_DQ_io[8],Unknown,PIN_AB2,2,B2_N0,,,,,,
VRAM_A_DQ_io[9],Unknown,PIN_AB3,2,B2_N1,,,,,,
VRAM_A_DQ_io[10],Unknown,PIN_AC5,2,B2_N2,,,,,,
VRAM_A_DQ_io[11],Unknown,PIN_AC4,2,B2_N2,,,,,,
VRAM_A_DQ_io[12],Unknown,PIN_AC1,2,B2_N1,,,,,,
VRAM_A_DQ_io[13],Unknown,PIN_AC2,2,B2_N1,,,,,,
VRAM_A_DQ_io[14],Unknown,PIN_AC3,2,B2_N1,,,,,,
VRAM_A_DQ_io[15],Unknown,PIN_AD3,2,B2_N1,,,,,,
VRAM_A_DQ_io[16],Unknown,PIN_V7,2,B2_N1,,,,,,
VRAM_A_DQ_io[17],Unknown,PIN_V6,2,B2_N1,,,,,,
VRAM_A_DQ_io[18],Unknown,PIN_V5,2,B2_N1,,,,,,
VRAM_A_DQ_io[19],Unknown,PIN_V4,2,B2_N0,,,,,,
VRAM_A_DQ_io[20],Unknown,PIN_V1,2,B2_N0,,,,,,
VRAM_A_DQ_io[21],Unknown,PIN_V2,2,B2_N0,,,,,,
VRAM_A_DQ_io[22],Unknown,PIN_V3,2,B2_N0,,,,,,
VRAM_A_DQ_io[23],Unknown,PIN_W8,2,B2_N2,,,,,,
VRAM_A_DQ_io[24],Unknown,PIN_W7,2,B2_N2,,,,,,
VRAM_A_DQ_io[25],Unknown,PIN_W4,2,B2_N2,,,,,,
VRAM_A_DQ_io[26],Unknown,PIN_W1,2,B2_N1,,,,,,
VRAM_A_DQ_io[27],Unknown,PIN_W2,2,B2_N0,,,,,,
VRAM_A_DQ_io[28],Unknown,PIN_W3,2,B2_N2,,,,,,
VRAM_A_DQ_io[29],Unknown,PIN_Y7,2,B2_N2,,,,,,
VRAM_A_DQ_io[30],Unknown,PIN_Y6,2,B2_N2,,,,,,
VRAM_A_DQ_io[31],Unknown,PIN_Y5,2,B2_N2,,,,,,
VRAM_A_DQM_o[0],Unknown,PIN_T7,2,B2_N0,,,,,,
VRAM_A_DQM_o[1],Unknown,PIN_AB1,2,B2_N0,,,,,,
VRAM_A_DQM_o[2],Unknown,PIN_V8,2,B2_N1,,,,,,
VRAM_A_DQM_o[3],Unknown,PIN_Y3,2,B2_N1,,,,,,
VRAM_A_RASn_o,Unknown,PIN_U6,2,B2_N1,,,,,,
VRAM_A_CASn_o,Unknown,PIN_R3,2,B2_N0,,,,,,
VRAM_A_WEn_o,Unknown,PIN_R4,2,B2_N0,,,,,,
VRAM_A_CSn_o,Unknown,PIN_U5,2,B2_N1,,,,,,
VRAM_A_CKE_o,Unknown,PIN_AB5,2,B2_N2,,,,,,
VRAM_A_CLK_o,Unknown,PIN_AB4,2,B2_N2,,,,,,
VRAM_B_Addy_o[0],Unknown,PIN_AG3,3,B3_N2,,,,,,
VRAM_B_Addy_o[1],Unknown,PIN_AH3,3,B3_N2,,,,,,
VRAM_B_Addy_o[2],Unknown,PIN_Y12,3,B3_N0,,,,,,
VRAM_B_Addy_o[3],Unknown,PIN_AF8,3,B3_N1,,,,,,
VRAM_B_Addy_o[4],Unknown,PIN_AG7,3,B3_N2,,,,,,
VRAM_B_Addy_o[5],Unknown,PIN_AH6,3,B3_N2,,,,,,
VRAM_B_Addy_o[6],Unknown,PIN_AA14,3,B3_N0,,,,,,
VRAM_B_Addy_o[7],Unknown,PIN_AB13,3,B3_N0,,,,,,
VRAM_B_Addy_o[8],Unknown,PIN_AC12,3,B3_N0,,,,,,
VRAM_B_Addy_o[9],Unknown,PIN_AD11,3,B3_N0,,,,,,
VRAM_B_Addy_o[10],Unknown,PIN_AE6,3,B3_N2,,,,,,
VRAM_B_BA_o[0],Unknown,PIN_AC8,3,B3_N1,,,,,,
VRAM_B_BA_o[1],Unknown,PIN_AD7,3,B3_N2,,,,,,
VRAM_B_DQ_io[0],Unknown,PIN_Y10,3,B3_N2,,,,,,
VRAM_B_DQ_io[1],Unknown,PIN_AA8,3,B3_N1,,,,,,
VRAM_B_DQ_io[2],Unknown,PIN_AB7,3,B3_N1,,,,,,
VRAM_B_DQ_io[3],Unknown,PIN_AD4,3,B3_N2,,,,,,
VRAM_B_DQ_io[4],Unknown,PIN_AD5,3,B3_N2,,,,,,
VRAM_B_DQ_io[5],Unknown,PIN_AE4,3,B3_N2,,,,,,
VRAM_B_DQ_io[6],Unknown,PIN_AF3,3,B3_N2,,,,,,
VRAM_B_DQ_io[7],Unknown,PIN_AA10,3,B3_N1,,,,,,
VRAM_B_DQ_io[8],Unknown,PIN_AG8,3,B3_N1,,,,,,
VRAM_B_DQ_io[9],Unknown,PIN_AF9,3,B3_N1,,,,,,
VRAM_B_DQ_io[10],Unknown,PIN_AH7,3,B3_N1,,,,,,
VRAM_B_DQ_io[11],Unknown,PIN_AB14,3,B3_N0,,,,,,
VRAM_B_DQ_io[12],Unknown,PIN_AD12,3,B3_N0,,,,,,
VRAM_B_DQ_io[13],Unknown,PIN_AE11,3,B3_N1,,,,,,
VRAM_B_DQ_io[14],Unknown,PIN_AH8,3,B3_N1,,,,,,
VRAM_B_DQ_io[15],Unknown,PIN_AF10,3,B3_N1,,,,,,
VRAM_B_DQ_io[16],Unknown,PIN_AD8,3,B3_N2,,,,,,
VRAM_B_DQ_io[17],Unknown,PIN_AE7,3,B3_N1,,,,,,
VRAM_B_DQ_io[18],Unknown,PIN_AF6,3,B3_N2,,,,,,
VRAM_B_DQ_io[19],Unknown,PIN_AH4,3,B3_N2,,,,,,
VRAM_B_DQ_io[20],Unknown,PIN_Y13,3,B3_N0,,,,,,
VRAM_B_DQ_io[21],Unknown,PIN_AA12,3,B3_N0,,,,,,
VRAM_B_DQ_io[22],Unknown,PIN_AB11,3,B3_N1,,,,,,
VRAM_B_DQ_io[23],Unknown,PIN_AC10,3,B3_N0,,,,,,
VRAM_B_DQ_io[24],Unknown,PIN_AE8,3,B3_N1,,,,,,
VRAM_B_DQ_io[25],Unknown,PIN_AF7,3,B3_N1,,,,,,
VRAM_B_DQ_io[26],Unknown,PIN_AG6,3,B3_N2,,,,,,
VRAM_B_DQ_io[27],Unknown,PIN_Y14,3,B3_N0,,,,,,
VRAM_B_DQ_io[28],Unknown,PIN_AA13,3,B3_N0,,,,,,
VRAM_B_DQ_io[29],Unknown,PIN_AB12,3,B3_N0,,,,,,
VRAM_B_DQ_io[30],Unknown,PIN_AC11,3,B3_N0,,,,,,
VRAM_B_DQ_io[31],Unknown,PIN_AD10,3,B3_N2,,,,,,
VRAM_B_DQM_o[0],Unknown,PIN_AB9,3,B3_N2,,,,,,
VRAM_B_DQM_o[1],Unknown,PIN_AE10,3,B3_N1,,,,,,
VRAM_B_DQM_o[2],Unknown,PIN_AB10,3,B3_N1,,,,,,
VRAM_B_DQM_o[3],Unknown,PIN_AE9,3,B3_N1,,,,,,
VRAM_B_RASn_o,Unknown,PIN_AF4,3,B3_N2,,,,,,
VRAM_B_CASn_o,Unknown,PIN_AC7,3,B3_N2,,,,,,
VRAM_B_WEn_o,Unknown,PIN_AB8,3,B3_N2,,,,,,
VRAM_B_CSn_o,Unknown,PIN_AG4,3,B3_N2,,,,,,
VRAM_B_CKE_o,Unknown,PIN_AC14,3,B3_N0,,,,,,
VRAM_B_CLK_o,Unknown,PIN_AE12,3,B3_N1,,,,,,
